SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
ESABINDIA, EQ, 01-Oct-2020,1379.25,1392.2,1400,1362.55,1398,1392.2,1382.24,3510,48.52,450,2099,59.8
ESCORTS, EQ, 01-Oct-2020,1318.45,1310,1310,1262.3,1283.2,1283.5,1281.92,2603135,33369.99,68116,248343,9.54
ESSARSHPNG, BE, 01-Oct-2020,8.65,8.7,8.75,8.25,8.75,8.6,8.37,21024,1.76,84, -, -
ESSELPACK, EQ, 01-Oct-2020,242.25,247.25,255.85,244.2,251,250.9,250.57,272601,683.06,10039,156934,57.57
ESTER, EQ, 01-Oct-2020,73.95,75.3,77.6,74.8,77.6,77.6,76.67,231352,177.39,1286,171920,74.31
EUROMULTI, BE, 01-Oct-2020,2,1.9,1.9,1.9,1.9,1.9,1.9,1,0,1, -, -
EVEREADY, EQ, 01-Oct-2020,143.45,145.45,150.4,145,148.5,148.9,148.86,395042,588.08,5002,233009,58.98
EVERESTIND, EQ, 01-Oct-2020,201.25,203,207.7,202.2,203.4,203.75,204.49,44897,91.81,1057,19483,43.39
EXCELINDUS, EQ, 01-Oct-2020,949.3,953.3,997,949,992,990.3,982.07,81590,801.27,6090,35826,43.91
EXIDEIND, EQ, 01-Oct-2020,164.9,165.55,167.3,161.9,163.05,163,165.02,3159968,5214.43,14707,1519324,48.08
EXPLEOSOL, EQ, 01-Oct-2020,522.6,520.1,531.8,500,504.1,506.6,515.06,12538,64.58,937,6389,50.96
FACT, EQ, 01-Oct-2020,45.05,46.5,46.9,45.5,45.9,46.15,46.1,148501,68.47,1494,37412,25.19
FAIRCHEM, EQ, 01-Oct-2020,558.75,570,570,557.85,564.7,562.2,562.11,18519,104.1,692,16636,89.83
FCL, EQ, 01-Oct-2020,31.75,31.9,33.75,31.8,32.6,32.55,32.71,279008,91.26,1493,123994,44.44
FCONSUMER, EQ, 01-Oct-2020,8.6,8.65,8.8,8.3,8.65,8.65,8.53,9728823,830.11,9506,2619707,26.93
FCSSOFT, EQ, 01-Oct-2020,0.4,0.45,0.45,0.4,0.45,0.45,0.42,866991,3.67,313,382622,44.13
FDC, EQ, 01-Oct-2020,356.15,359,363.9,347.3,349.5,348.95,354.71,219880,779.94,9100,77582,35.28
FEDERALBNK, EQ, 01-Oct-2020,48.6,49.3,50.65,49.05,50.35,50.5,50.09,30741975,15399.03,49028,7569156,24.62
FEL, EQ, 01-Oct-2020,12.9,13.1,13.5,12.55,12.9,12.95,13.08,2422412,316.82,3382,713597,29.46
FELDVR, EQ, 01-Oct-2020,14.75,14.6,15,14.2,14.7,14.6,14.6,59577,8.7,223,36807,61.78
FELIX, SM, 01-Oct-2020,37.75,38.4,38.4,38.4,38.4,38.4,38.4,4000,1.54,1,4000,100
FIEMIND, EQ, 01-Oct-2020,563.95,567.1,587,560,568,568.3,572.82,18256,104.57,913,8065,44.18
FIFMPS5DQP, MF, 01-Oct-2020,10,9.5,9.5,9.3,9.3,9.3,9.38,350,0.03,4,350,100
FILATEX, EQ, 01-Oct-2020,24.9,25,25.4,21.95,25.25,25.15,24.57,119645,29.4,453,70967,59.31
FINCABLES, EQ, 01-Oct-2020,275.7,275.7,284.15,275.6,280.4,280,280.73,211562,593.91,2365,187900,88.82
FINEORG, EQ, 01-Oct-2020,2672.7,2709,2740,2603,2630,2613.1,2660.95,28814,766.73,4980,10751,37.31
FINPIPE, EQ, 01-Oct-2020,502.05,504.6,522,504.6,517.1,517.1,513.89,25974,133.48,1712,14605,56.23
FLEXITUFF, BE, 01-Oct-2020,10.8,11.3,11.3,10.3,10.45,10.3,10.89,9213,1,27, -, -
FLFL, EQ, 01-Oct-2020,89.25,89.25,91.6,85.8,89.25,89.3,88.66,802740,711.71,7921,311405,38.79
FLUOROCHEM, EQ, 01-Oct-2020,489.55,490.9,501.9,484.05,498,490.85,492.82,19038,93.82,939,10748,56.46
FMGOETZE, EQ, 01-Oct-2020,426.8,427.8,449.9,411.55,433.55,438.8,427.22,47819,204.29,3168,9379,19.61
FMNL, EQ, 01-Oct-2020,16,15.3,16,15.2,15.3,15.5,15.36,153220,23.53,607,73008,47.65
FOCUS, SM, 01-Oct-2020,20,20,20,20,20,20,20,3000,0.6,1,3000,100
FORCEMOT, EQ, 01-Oct-2020,1057.4,1066.75,1093.45,1061.65,1066.3,1069.25,1075.99,20317,218.61,2006,8568,42.17
FORTIS, EQ, 01-Oct-2020,135.3,135.9,136.3,135,135.5,135.3,135.46,460099,623.23,4499,301583,65.55
FOSECOIND, EQ, 01-Oct-2020,1249,1261.95,1261.95,1224.7,1235,1229.45,1236.38,637,7.88,157,373,58.56
FRETAIL, EQ, 01-Oct-2020,90.1,90.1,91.8,86.55,89.8,90.2,89.09,5645319,5029.55,33197,1410128,24.98
FSC, EQ, 01-Oct-2020,104.8,101.6,106.9,100.5,105,104.8,103.53,244559,253.18,4534,70433,28.8
FSL, EQ, 01-Oct-2020,72.75,73.2,73.9,71.75,72.05,72.25,72.9,1163864,848.45,6174,509973,43.82
GABRIEL, EQ, 01-Oct-2020,105.15,105.95,108.8,105,105.5,105.3,106.55,173987,185.38,2903,82809,47.59
GAEL, EQ, 01-Oct-2020,217.65,109.5,128,108.2,121.5,121.35,119.43,537618,642.06,8591,230227,42.82
GAIL, EQ, 01-Oct-2020,86.8,86.8,88.75,86.45,88.55,88.4,87.9,7687677,6757.29,23052,2011564,26.17
GAL, BE, 01-Oct-2020,3,3,3.1,2.85,3.1,3.1,2.96,11039,0.33,28, -, -
GALAXYSURF, EQ, 01-Oct-2020,1895.9,1919.9,1932,1862.25,1871,1882.65,1910.19,20603,393.56,3103,8216,39.88
GALLANTT, EQ, 01-Oct-2020,31.2,31.2,32.25,30.35,31.5,31.15,31.23,4100,1.28,80,3069,74.85
GALLISPAT, EQ, 01-Oct-2020,27.4,27.65,27.9,27.05,27.5,27.6,27.54,4496,1.24,80,3840,85.41
GAMMNINFRA, EQ, 01-Oct-2020,0.6,0.65,0.65,0.6,0.65,0.6,0.62,284540,1.75,166,196172,68.94
GANDHITUBE, EQ, 01-Oct-2020,210.05,222,222,205.4,209.15,209.3,209.57,997,2.09,133,611,61.28
GANECOS, EQ, 01-Oct-2020,257.4,257.45,263.5,255,256.95,258.55,259.63,7104,18.44,238,4734,66.64
GANESHHOUC, EQ, 01-Oct-2020,27.6,27.5,28,26.6,27.45,26.75,27.47,6701,1.84,56,5428,81
GANGAFORGE, SM, 01-Oct-2020,19.7,19.3,19.3,19.3,19.3,19.3,19.3,6000,1.16,1,6000,100
GANGESSECU, EQ, 01-Oct-2020,43.95,44.05,44.05,41.05,42.15,41.65,42.14,3651,1.54,70,3283,89.92
GARDENSILK, BE, 01-Oct-2020,10.25,10.5,10.5,9.8,10.25,9.95,9.99,20411,2.04,77, -, -
GARFIBRES, EQ, 01-Oct-2020,2132.75,2129.75,2132.65,2080,2096.7,2091.35,2107.66,18975,399.93,3015,10490,55.28
GATI, EQ, 01-Oct-2020,53.1,53.65,59.1,53.25,57.65,58.35,56.71,2549491,1445.75,14495,879372,34.49
GAYAHWS, BE, 01-Oct-2020,0.35,0.4,0.4,0.35,0.4,0.4,0.37,243173,0.9,56, -, -
GAYAPROJ, EQ, 01-Oct-2020,17.55,18,18.4,17.65,18.4,18.4,18.25,400266,73.04,677,281533,70.34
GDL, EQ, 01-Oct-2020,91.4,93.25,94.2,92.4,93.4,93.3,93.5,88448,82.7,1406,46491,52.56
GEECEE, EQ, 01-Oct-2020,66.4,68.75,68.8,65.35,66.1,66.45,66.19,5603,3.71,439,2433,43.42
GEEKAYWIRE, BE, 01-Oct-2020,83,82,84.55,79.5,82,82,80.64,5670,4.57,15, -, -
GENESYS, BE, 01-Oct-2020,60.05,58.2,61.95,58.2,60.05,60.05,60.01,14706,8.82,82, -, -
GENUSPAPER, EQ, 01-Oct-2020,5,4.95,5.15,4.9,5.1,5.05,5.05,309111,15.62,134,280868,90.86
GENUSPOWER, EQ, 01-Oct-2020,27.05,27.85,29.6,26.85,29.25,29.05,28.17,350510,98.73,1372,207840,59.3
GEOJITFSL, EQ, 01-Oct-2020,38.9,39.4,39.7,38.75,38.9,38.95,39.06,114279,44.64,793,68460,59.91
GEPIL, EQ, 01-Oct-2020,426.95,427,432.95,426.6,429.95,429.05,429.4,5539,23.78,414,3622,65.39
GESHIP, EQ, 01-Oct-2020,234.9,239.6,242.65,231.65,235.9,236.45,238.08,59518,141.7,2072,34451,57.88
GET&D, EQ, 01-Oct-2020,90.1,90.9,92,88.35,90.6,90.3,88.57,1257139,1113.47,1193,1225285,97.47
GFLLIMITED, EQ, 01-Oct-2020,95.55,96.25,99,94.05,97.8,97.85,97.39,73051,71.14,1610,48962,67.02
GFSTEELS, EQ, 01-Oct-2020,2.7,2.7,2.7,2.7,2.7,2.7,2.7,3089,0.08,10,3089,100
GHCL, EQ, 01-Oct-2020,158.6,160.05,161.4,157.8,158.2,158.35,159.69,117967,188.38,1561,74421,63.09
GICHSGFIN, EQ, 01-Oct-2020,93.55,94.7,97.25,94.2,95.3,94.9,95.5,309734,295.79,3898,79051,25.52
GICRE, EQ, 01-Oct-2020,120.9,121.6,122.9,121,121.7,121.95,121.96,92775,113.15,2050,47103,50.77
GILLANDERS, EQ, 01-Oct-2020,27.3,27.05,28.5,26.15,28.25,28.35,26.93,799,0.22,15,501,62.7
GILLETTE, EQ, 01-Oct-2020,5340.2,5360,5430,5348,5387.95,5381.2,5393.71,3631,195.85,1086,2317,63.81
GINNIFILA, EQ, 01-Oct-2020,11.7,11.9,11.9,11.35,11.4,11.4,11.43,18937,2.16,64,16328,86.22
GIPCL, EQ, 01-Oct-2020,68.4,70.85,70.85,68.75,69.5,69.35,69.32,44818,31.07,565,22511,50.23
GKWLIMITED, EQ, 01-Oct-2020,510,509,511,480,510,510,503.25,468,2.36,41,122,26.07
GLAXO, EQ, 01-Oct-2020,1575.15,1580,1595.95,1561.3,1565,1569.05,1571.2,55333,869.39,3541,40272,72.78
GLENMARK, EQ, 01-Oct-2020,482.65,487,493.6,482.05,490,491.05,488.95,1755464,8583.33,24484,240021,13.67
GLFL, EQ, 01-Oct-2020,2.7,2.7,2.7,2.6,2.6,2.6,2.65,6246,0.17,31,6246,100
GLOBAL, SM, 01-Oct-2020,195,198,198,188,188,188,193,2000,3.86,2,2000,100
GLOBALVECT, EQ, 01-Oct-2020,50.15,51.45,51.6,49.5,49.5,49.9,50.59,4973,2.52,149,2573,51.74
GLOBOFFS, BE, 01-Oct-2020,5.85,5.6,5.8,5.6,5.6,5.6,5.62,3576,0.2,20, -, -
GLOBUSSPR, EQ, 01-Oct-2020,269.2,270.35,282.65,270.35,282.65,282.65,278.91,163723,456.64,3281,101510,62
GMBREW, EQ, 01-Oct-2020,392.1,391.2,404,391.2,401.95,399.55,401,30653,122.92,1063,15028,49.03
GMDCLTD, EQ, 01-Oct-2020,42.05,42.6,43.1,42.3,42.6,42.55,42.74,241690,103.29,1411,116062,48.02
GMMPFAUDLR, EQ, 01-Oct-2020,3983.8,4099,4178,3816,3845,3838.85,3987.87,300288,11975.1,46238,150326,50.06
GMRINFRA, EQ, 01-Oct-2020,23.05,23.15,24.45,23.15,23.8,23.7,23.86,26569568,6340.11,34561,6344771,23.88
GNA, EQ, 01-Oct-2020,223.5,227.85,232.8,223.1,226.45,225.3,228.03,14756,33.65,814,6799,46.08
GNFC, EQ, 01-Oct-2020,208.05,211,219.45,210.25,212.55,212.75,215.25,1549509,3335.38,16006,513473,33.14
GOACARBON, EQ, 01-Oct-2020,204.5,206.75,212,203,205,203.8,206.56,20425,42.19,1667,5573,27.29
GOCLCORP, EQ, 01-Oct-2020,181.7,182.25,185.05,179.95,184,183.5,183.34,9227,16.92,249,6131,66.45
GODFRYPHLP, EQ, 01-Oct-2020,923.25,927.9,931.4,913.25,918.95,920.35,923.32,18496,170.78,1656,6101,32.99
GODREJAGRO, EQ, 01-Oct-2020,509.45,510.3,512.45,504.7,509.5,509.2,508.5,39441,200.56,1935,22799,57.81
GODREJCP, EQ, 01-Oct-2020,724.95,729,741,728.2,735.5,734.05,735.55,1769617,13016.48,34018,467663,26.43
GODREJIND, EQ, 01-Oct-2020,411.45,414,415.95,406,408.5,409.5,411.12,47627,195.81,3124,18953,39.79
GODREJPROP, EQ, 01-Oct-2020,860.45,870,880.9,862.4,868.15,866.65,872.66,300876,2625.63,12603,148159,49.24
GOENKA, BZ, 01-Oct-2020,0.6,0.6,0.65,0.55,0.6,0.6,0.59,61768,0.37,46, -, -
GOKEX, EQ, 01-Oct-2020,65.8,65.8,72.2,65.5,71.8,70.65,69.9,391356,273.57,2883,187942,48.02
GOKUL, EQ, 01-Oct-2020,11.75,11.55,12.3,11.5,12.3,12.3,12.05,24165,2.91,142,20050,82.97
GOKULAGRO, EQ, 01-Oct-2020,13.5,13.3,13.7,13.3,13.45,13.6,13.47,8565,1.15,68,6310,73.67
GOLDBEES, EQ, 01-Oct-2020,44.18,44.81,44.81,44,44.13,44.1,44.15,4381954,1934.85,10172,3162530,72.17
GOLDENTOBC, EQ, 01-Oct-2020,20.3,21.1,21.25,20.4,20.75,20.75,21.01,9523,2,86,8091,84.96
GOLDIAM, EQ, 01-Oct-2020,126.2,125.5,127.95,123.55,126.5,125.8,125.58,38096,47.84,630,20453,53.69
GOLDSHARE, EQ, 01-Oct-2020,4571.35,4570.05,4599.55,4557.05,4565.05,4568.4,4572.06,562,25.69,218,343,61.03
GOLDSTAR, SM, 01-Oct-2020,25.3,24.05,24.05,24.05,24.05,24.05,24.05,24000,5.77,3,24000,100
GOLDTECH, BE, 01-Oct-2020,8.9,9.2,9.2,8.65,8.8,8.8,8.91,7727,0.69,53, -, -
GOODLUCK, EQ, 01-Oct-2020,38.4,38.9,39.4,38.5,38.55,38.7,38.68,22102,8.55,173,16898,76.45
GPIL, EQ, 01-Oct-2020,299.65,303,313.3,293.4,309,306.85,307.02,64587,198.29,1454,37765,58.47
GPPL, EQ, 01-Oct-2020,82.25,83,84,82.1,82.5,82.5,82.72,113346,93.76,2871,68664,60.58
GPTINFRA, EQ, 01-Oct-2020,27.3,27.15,28.35,27,27.35,27.35,27.41,9401,2.58,102,6559,69.77
GRANULES, EQ, 01-Oct-2020,383.8,389.2,391.25,381.1,386,386.35,385.3,1991771,7674.37,24204,582087,29.22
GRAPHITE, EQ, 01-Oct-2020,195.25,196,197.5,189.15,193.1,193.45,193.18,559725,1081.3,13922,235717,42.11
GRASIM, EQ, 01-Oct-2020,744.2,749.2,756,736.05,751.7,754.55,747.03,2403720,17956.41,45081,275997,11.48
GRAVITA, EQ, 01-Oct-2020,50.65,51,51.85,49.75,51.2,50.95,51.03,121202,61.85,1003,33769,27.86
GREAVESCOT, EQ, 01-Oct-2020,75.35,75.15,76.25,73.8,74.05,74.2,75.13,329552,247.61,4450,136381,41.38
GREENLAM, EQ, 01-Oct-2020,724.75,735.5,746,710.3,742,741.8,726.88,7084,51.49,431,5329,75.23
GREENPANEL, EQ, 01-Oct-2020,48.7,48.9,51.1,48.85,51.1,51.1,50.75,141785,71.96,449,117289,82.72
GREENPLY, EQ, 01-Oct-2020,83.9,85.75,85.75,84,84.3,84.45,84.82,80406,68.2,1326,33598,41.79
GREENPOWER, EQ, 01-Oct-2020,1.8,1.8,1.85,1.75,1.85,1.8,1.8,846274,15.2,536,400170,47.29
GRINDWELL, EQ, 01-Oct-2020,545.15,545.6,570,541.2,560.25,562.15,559.5,100172,560.46,4007,35861,35.8
GROBTEA, BE, 01-Oct-2020,535.6,554,554,517,526.05,530.5,527.85,194,1.02,29, -, -
GRPLTD, EQ, 01-Oct-2020,725,725,728.05,703,707,703.6,708.86,226,1.6,45,104,46.02
GRSE, EQ, 01-Oct-2020,216.35,217,227.5,212.1,219,219.65,220.64,1552551,3425.49,21378,467732,30.13
GSCLCEMENT, EQ, 01-Oct-2020,27.05,27.45,28.05,27.35,27.6,27.6,27.66,51450,14.23,406,42106,81.84
GSFC, EQ, 01-Oct-2020,61.6,62.45,66.6,62.3,64.45,64.55,64.83,4814516,3121.34,20303,962186,19.99
GSPL, EQ, 01-Oct-2020,208.55,209,210,201.6,204,203.7,205.78,196570,404.5,7451,99803,50.77
GSS, EQ, 01-Oct-2020,32.85,32.45,33.25,32.1,32.2,32.15,32.62,40613,13.25,308,25817,63.57
GTL, EQ, 01-Oct-2020,3.2,3.35,3.35,3.35,3.35,3.35,3.35,95293,3.19,110,95291,100
GTLINFRA, EQ, 01-Oct-2020,0.65,0.65,0.7,0.6,0.65,0.65,0.64,3946163,25.39,811,2352381,59.61
GTNIND, EQ, 01-Oct-2020,7.8,8.1,8.1,7.5,7.95,7.95,7.96,2151,0.17,9,2050,95.3
GTPL, EQ, 01-Oct-2020,86.3,86.3,88.5,86,87.6,87.8,87.08,29940,26.07,463,17963,60
GUFICBIO, EQ, 01-Oct-2020,89.9,89.2,93.25,88.05,88.5,88.2,90.1,187123,168.61,2194,99720,53.29
GUJALKALI, EQ, 01-Oct-2020,330.8,333,344,331.45,333.1,333.65,337.3,119030,401.49,3629,27719,23.29
GUJAPOLLO, EQ, 01-Oct-2020,204.4,209.65,228.8,204.95,228.8,223.1,220.45,25652,56.55,1468,11499,44.83
GUJGASLTD, EQ, 01-Oct-2020,308.4,314.95,316.7,309.65,311.05,310.85,313.24,605780,1897.55,9151,354890,58.58
GUJRAFFIA, BE, 01-Oct-2020,12.25,12.25,12.85,12.25,12.85,12.85,12.3,23,0,2, -, -
GULFOILLUB, EQ, 01-Oct-2020,652.95,652.95,659,635.95,642.9,642.9,647.97,9047,58.62,926,4459,49.29
GULFPETRO, EQ, 01-Oct-2020,37.45,38,39.3,37.5,38.5,38.55,38.76,25027,9.7,321,18448,73.71
GULPOLY, EQ, 01-Oct-2020,56.75,57,59.45,57,57.6,57.65,58.49,27080,15.84,351,17040,62.92
GVKPIL, EQ, 01-Oct-2020,3.4,3.45,3.45,3.25,3.25,3.25,3.26,2790312,90.88,952,1499186,53.73
HAL, EQ, 01-Oct-2020,806.1,813,821.95,795.75,799,799.35,808.49,655969,5303.47,21695,196843,30.01
HAPPSTMNDS, EQ, 01-Oct-2020,348.85,352.9,354.6,340,342.5,342.8,346.19,2173939,7526.06,49894,782381,35.99
HARITASEAT, EQ, 01-Oct-2020,415.8,421.8,424.7,415.45,416.05,417.55,420.41,1733,7.29,92,1446,83.44
HARRMALAYA, EQ, 01-Oct-2020,92.55,100,100,94.35,94.65,94.9,97.08,422341,410,6050,88994,21.07
HATHWAY, BE, 01-Oct-2020,29.85,29.2,31,29.2,30,29.85,29.91,132688,39.69,1067, -, -
HATSUN, EQ, 01-Oct-2020,779.95,783.85,799.7,775,780.6,779.95,784.68,9361,73.45,1271,4260,45.51
HAVELLS, EQ, 01-Oct-2020,677.85,681.2,684.75,663.85,667.4,666.05,671.15,868753,5830.66,18472,229177,26.38
HAVISHA, BE, 01-Oct-2020,0.65,0.6,0.65,0.6,0.65,0.65,0.6,6008,0.04,18, -, -
HBANKETF, EQ, 01-Oct-2020,215.49,218,221.6,217.52,220.23,220.57,219.68,7727,16.97,170,6797,87.96
HBLPOWER, EQ, 01-Oct-2020,16.2,16.2,16.5,16.1,16.3,16.3,16.26,136657,22.23,537,73060,53.46
HCC, EQ, 01-Oct-2020,5.25,5.3,5.35,5.15,5.25,5.3,5.27,1205006,63.46,978,637756,52.93
HCG, EQ, 01-Oct-2020,120.15,123,123.25,119,120.25,120.3,121.27,16869,20.46,385,10970,65.03
HCL-INSYS, EQ, 01-Oct-2020,8,8.05,8.15,7.85,8,7.9,7.92,179238,14.2,585,88278,49.25
HCLTECH, EQ, 01-Oct-2020,811.6,819.9,820.95,811.2,813.7,812.95,815.73,4321350,35250.35,85705,1643182,38.02
HDFC, EQ, 01-Oct-2020,1740.05,1755,1799.85,1750,1787.8,1790.65,1784.49,3706206,66136.76,126251,2061655,55.63
HDFC, W3, 01-Oct-2020,298.5,300,300,298.1,300,299.55,299.92,51000,152.96,67,46800,91.76
HDFCAMC, EQ, 01-Oct-2020,2269.85,2284,2284,2248,2280,2275.1,2267.94,191136,4334.85,17540,93399,48.87
HDFCBANK, EQ, 01-Oct-2020,1078.6,1090.1,1110,1090.1,1108,1106.95,1099.6,10601566,116574.43,173095,3061601,28.88
HDFCLIFE, EQ, 01-Oct-2020,559.4,568,572,562.25,571.35,569.2,567.61,1477382,8385.75,36822,594906,40.27
HDFCMFGETF, EQ, 01-Oct-2020,4524,4538.45,4538.45,4506.65,4511,4510.5,4521.47,18162,821.19,789,12642,69.61
HDFCNIFETF, EQ, 01-Oct-2020,1181.92,1194.39,1201.5,1187.33,1200,1199.47,1199.87,747,8.96,76,685,91.7
HDFCSENETF, EQ, 01-Oct-2020,4020.65,4065,4101.1,4051,4101.1,4097.77,4080.06,112,4.57,38,82,73.21
HDIL, BZ, 01-Oct-2020,4.65,4.7,4.85,4.7,4.85,4.85,4.84,966504,46.81,419, -, -
HEG, EQ, 01-Oct-2020,727.2,735,748,731.1,742.55,743.1,739.42,220956,1633.8,8198,55523,25.13
HEIDELBERG, EQ, 01-Oct-2020,186.7,189.35,189.8,187.6,187.75,188.4,188.68,163606,308.7,4052,93117,56.92
HERCULES, EQ, 01-Oct-2020,89.7,90.15,92.9,89.3,89.3,90.1,90.98,24927,22.68,732,10160,40.76
HERITGFOOD, EQ, 01-Oct-2020,321.55,324.55,325.65,320.05,325,324.85,323.98,26443,85.67,863,20298,76.76
HEROMOTOCO, EQ, 01-Oct-2020,3147.3,3165,3199,3111.7,3155.05,3151.45,3165.65,1459005,46187.03,57953,272854,18.7
HESTERBIO, EQ, 01-Oct-2020,1698.7,1723,1737.15,1680.05,1698,1695.25,1699.69,9654,164.09,1378,5216,54.03
HEXATRADEX, BE, 01-Oct-2020,28.3,28.4,29.5,27.05,28.2,27.6,28.26,2348,0.66,29, -, -
HEXAWARE, EQ, 01-Oct-2020,466.45,466.35,468,465.2,465.9,465.5,465.91,184494,859.57,4502,137041,74.28
HFCL, EQ, 01-Oct-2020,15.85,16.05,16.25,15.7,15.9,15.8,15.92,1319505,210.09,1910,759847,57.59
HGINFRA, EQ, 01-Oct-2020,188.75,189.5,189.5,185.1,185.15,186.95,187.39,53346,99.96,1347,45199,84.73
HGS, EQ, 01-Oct-2020,693.2,696.7,706.9,696.7,705,700.6,702.06,8679,60.93,815,4798,55.28
HHOF1140RG, MF, 01-Oct-2020,6.94,7.25,7.25,6.61,7.24,7.24,6.9,21504,1.48,10,21500,99.98
HIKAL, EQ, 01-Oct-2020,190.85,192.35,195.5,188,190.95,191.05,191.37,1326431,2538.36,14838,269192,20.29
HIL, EQ, 01-Oct-2020,1706.55,1715,1765.35,1705.2,1720,1722.65,1736.94,13038,226.46,1833,7559,57.98
HILTON, EQ, 01-Oct-2020,10.4,10.65,10.65,9.9,10.1,9.9,9.93,2933,0.29,30,2806,95.67
HIMATSEIDE, EQ, 01-Oct-2020,91.5,92.95,109.8,92.7,109.8,109,104,9214513,9583.26,61735,1426445,15.48
HINDALCO, EQ, 01-Oct-2020,175.25,177.2,179.25,173.5,174.55,174.1,176.55,12663081,22356.15,98737,1295082,10.23
HINDCOMPOS, EQ, 01-Oct-2020,179.65,180.25,184.8,179.1,179.4,179.6,180.58,1551,2.8,163,886,57.12
HINDCON, SM, 01-Oct-2020,17.85,14.35,16.05,14.35,16.05,16.05,15.2,8000,1.22,2,4000,50
HINDCOPPER, EQ, 01-Oct-2020,33.2,33.4,33.9,33,33.25,33.2,33.48,291806,97.71,1324,109903,37.66
HINDMOTORS, EQ, 01-Oct-2020,5.35,5.35,5.5,5.1,5.3,5.3,5.27,52800,2.78,191,44852,84.95
HINDNATGLS, EQ, 01-Oct-2020,27,27,27.25,26.25,27,27.05,26.96,3311,0.89,57,3165,95.59
HINDOILEXP, EQ, 01-Oct-2020,72.65,70,71.1,69,70,70.05,70.28,229249,161.13,2002,124792,54.44
HINDPETRO, EQ, 01-Oct-2020,180.65,181.4,182.75,174.9,175.3,175.5,177.21,9891670,17528.56,59317,4468298,45.17
HINDUNILVR, EQ, 01-Oct-2020,2068.25,2090,2108.9,2070,2094,2095,2092,2131593,44592.97,69043,896436,42.05
HINDZINC, EQ, 01-Oct-2020,209.95,210.5,212.95,207.65,208.2,208.25,209.93,352330,739.64,7916,160323,45.5
HIRECT, EQ, 01-Oct-2020,122.25,123.9,126.45,122.6,124.95,124.2,124.29,4453,5.53,311,3187,71.57
HISARMETAL, EQ, 01-Oct-2020,78.2,80.3,81.35,77.95,78.05,78.65,79.08,6343,5.02,244,4628,72.96
HITECH, EQ, 01-Oct-2020,118.1,123,134.7,118.05,120.5,120.8,124.89,47539,59.37,1194,20642,43.42
HITECHCORP, BE, 01-Oct-2020,84.9,81.05,87.95,80.9,84.45,84.55,84.29,2299,1.94,36, -, -
HITECHGEAR, EQ, 01-Oct-2020,134.4,138.85,139,132.05,132.05,132.65,134.87,1050,1.42,54,593,56.48
HLVLTD, EQ, 01-Oct-2020,4.85,4.85,5,4.8,4.9,4.9,4.92,99329,4.89,117,41701,41.98
HMT, BZ, 01-Oct-2020,15.05,15.7,15.7,14.9,14.9,14.9,15.03,298,0.04,11, -, -
HMVL, EQ, 01-Oct-2020,48.65,49.1,49.9,47.5,48.8,49.25,48.82,20395,9.96,487,6932,33.99
HNDFDS, EQ, 01-Oct-2020,959.35,979,979,942.05,945.5,949.15,959.09,7142,68.5,915,3840,53.77
HNGSNGBEES, EQ, 01-Oct-2020,328.54,329,335.85,313.25,318,324.07,326.26,1130,3.69,73,725,64.16
HONAUT, EQ, 01-Oct-2020,32590.85,32799.9,33110,32511.05,32570,32583.3,32731.06,981,321.09,664,535,54.54
HONDAPOWER, EQ, 01-Oct-2020,1012.1,1022,1030.05,1006.25,1006.5,1014,1021.1,2159,22.05,362,1021,47.29
HOTELRUGBY, EQ, 01-Oct-2020,1.5,1.55,1.55,1.45,1.55,1.55,1.51,9827,0.15,27,3878,39.46
HOVS, EQ, 01-Oct-2020,33.7,34.7,34.7,32.25,32.35,32.4,32.8,15287,5.01,270,10948,71.62
HPL, EQ, 01-Oct-2020,32.1,32.5,32.9,32,32.3,32.65,32.55,109826,35.75,510,103912,94.62
HSCL, EQ, 01-Oct-2020,53.85,54.5,55.95,53.35,53.95,53.95,54.32,1511192,820.89,7857,484279,32.05
HSIL, EQ, 01-Oct-2020,79.75,81.65,81.85,79.1,79.4,79.95,80.04,611132,489.14,2730,461315,75.49
HTMEDIA, BE, 01-Oct-2020,14.25,14.25,14.8,13.9,14.45,14.4,14.36,17194,2.47,59, -, -
HUBTOWN, EQ, 01-Oct-2020,10.45,10.8,10.8,10.2,10.8,10.6,10.36,50384,5.22,199,38404,76.22
HUDCO, EQ, 01-Oct-2020,32.4,32.7,33.2,32.45,32.85,32.75,32.87,846992,278.39,2272,314545,37.14
HUDCO, N2, 01-Oct-2020,1249,1249,1249,1244.99,1245,1245,1245.03,415,5.17,5,407,98.07
HUDCO, N3, 01-Oct-2020,1096,1098.9,1098.9,1093.5,1098,1098,1095.93,975,10.69,15,810,83.08
HUDCO, N5, 01-Oct-2020,1214.24,1219,1219.99,1213.01,1213.01,1216.63,1216.87,382,4.65,5,270,70.68
HUDCO, N6, 01-Oct-2020,1090.2,1243.9,1243.9,1243.9,1243.9,1243.9,1243.9,150,1.87,1,150,100
HUDCO, N8, 01-Oct-2020,1260,1260,1260,1259.99,1260,1260,1259.99,450,5.67,20,333,74
